1571829281,3,0,1,"CK,CA,C2,C10;DJ,D10,DK,DA;D9,D8,DQ,D3;D7,D4,D5,H10;D6,HA,D2,H9;CJ,CQ,HQ,C9;C5,C8,HJ,C7;S9,SJ,S10,S2;SQ,SK,S7,H7;S8,SA,S6,H6;HK,H5,H8,C6;S4,H4,S5,C4;H2,H3,S3,C3"
1571829281,3,5,1,"C2,CA,CJ,C7;D7,DJ,DA,DK;SQ,D10,DQ,D8;H10,H7,D9,D6;H4,H5,D2,D5;H2,SK,H8,D4;SA,CQ,H6,D3;S7,SJ,S10,S4;CK,C9,H3,HA;C10,C8,S8,HK;C6,C4,S6,HQ;C5,S9,S5,HJ;C3,S3,S2,H9"
1571829281,3,0,1,"C5,CA,CQ,C2;D9,DJ,DA,DK;D3,D6,DQ,D8;D2,HJ,D10,D5;SQ,H9,D7,D4;HA,CK,CJ,C10;H10,C9,C8,C6;SK,C4,C7,HQ;S10,H7,C3,H2;S9,H6,SA,SJ;S5,H5,S8,S7;S3,H4,HK,S6;S2,H3,H8,S4"
1571829281,3,3,1,"C10,CK,C2,CQ;DQ,D4,D9,DA;D10,HJ,D7,DK;D8,H4,D5,DJ;D6,H3,HA,D3;D2,SA,HK,HQ;C9,CJ,CA,H8;C6,C8,C4,H7;C5,C7,H9,H2;SQ,C3,H6,SK;S2,S9,SJ,S10;H10,S7,S6,S8;H5,S5,S4,S3"
1571829281,3,3,1,"CK,C2,CA,CJ;DJ,DQ,DA,D7;H9,D10,DK,SQ;H8,D8,D9,HA;H7,D4,D6,HK;H6,D3,D5,HQ;C5,CQ,C3,C10;H4,D2,H10,H5;H2,C8,H3,C9;SJ,C7,SA,C6;S8,S9,SK,S10;S6,S3,S5,S7;S4,HJ,S2,C4"
1571829281,3,22,1,"CA,CK,C2,CQ;D8,DK,DA,DJ;C8,C10,CJ,C7;S10,S9,S8,SJ;D6,DQ,HK,D10;D3,D4,HJ,D9;HA,SQ,H10,D7;H7,H8,H9,D5;H2,H3,H6,D2;C6,C9,H5,C3;SA,C5,H4,HQ;SK,C4,S7,S3;S5,S4,S6,S2"
1571829281,3,15,1,"C2,CK,C8,CA;CQ,C9,C5,CJ;DA,DQ,D10,HQ;DK,D8,D9,H9;DJ,D7,D3,H8;D4,D6,D2,H4;H10,D5,HA,H3;S9,S10,S8,SJ;C7,SQ,C3,C10;C4,HK,HJ,C6;SA,H7,SK,S4;S5,H5,S7,S3;H6,H2,S6,S2"
1571829281,3,16,1,"DA,CK,C2,CJ;D8,DJ,D9,DK;HA,SQ,D7,DQ;H7,HK,D6,D10;H6,H9,D5,D4;H5,H8,D3,HQ;H2,H3,D2,HJ;SA,CQ,CA,C10;SJ,C8,C9,C3;S9,C7,C5,S10;S8,C6,H10,S7;S6,C4,H4,S5;S2,SK,S3,S4"
1571829281,3,1,1,"C10,CA,C2,CJ;DK,D7,D5,DA;DJ,HA,D4,DQ;D10,HK,SQ,D6;D9,HQ,H6,D2;D8,HJ,H5,H3;D3,SK,H4,S9;SJ,S10,SA,S8;H10,C9,CK,C5;H9,C7,CQ,C4;H8,C6,C8,C3;S4,S5,S6,S7;H7,S3,H2,S2"
1571829281,3,19,1,"C10,CA,C2,CK;DA,DQ,DK,D8;D10,DJ,D5,D2;D7,D9,HA,HJ;D4,D6,HQ,H10;H6,C7,C6,CQ;H3,SQ,C5,CJ;SJ,HK,C4,C9;S10,H5,C3,C8;S7,S9,SA,S8;S6,S4,SK,H8;S5,S3,H9,H7;D3,S2,H2,H4"
1571829281,3,0,1,"C3,CA,C2,CQ;DJ,D9,DA,DQ;D7,SQ,DK,D6;D4,HK,D10,D2;HA,H10,D8,H5;HJ,H9,D5,SK;H6,H8,D3,S9;H4,CK,C5,C8;H3,CJ,C4,C7;SJ,C10,HQ,C6;S10,C9,H2,S7;S6,S2,SA,S4;S5,H7,S8,S3"
1571829281,3,0,1,"CA,CK,CQ,C2;D5,DQ,DK,DA;D3,DJ,D2,D8;SQ,D10,HA,D7;HK,D9,HQ,HJ;H7,D6,H10,H9;H5,D4,H8,H4;C9,C6,CJ,C10;S10,SJ,SA,SK;S7,H3,S9,S8;S6,H2,S5,S4;C8,C5,H6,C7;S2,C3,S3,C4"
1571829281,3,5,1,"C5,CJ,CQ,C2;D9,DK,D10,DA;D7,DQ,D8,DJ;HQ,D6,SQ,D5;H10,D4,HJ,D3;H6,D2,H9,HA;H5,C9,C10,CA;H3,C7,C6,CK;H2,C3,H4,C8;SK,HK,SA,C4;SJ,S4,S9,S6;S10,S3,S8,S5;S2,H7,S7,H8"
1571829281,3,20,1,"C5,CQ,CA,C2;H7,SQ,CJ,CK;DA,D9,H10,DK;DJ,D5,H5,DQ;SA,HA,C10,C6;SK,H8,C9,C4;D10,SJ,C8,HK;D8,S7,C7,HQ;D7,S6,C3,HJ;S3,S5,S9,S10;D6,D4,H4,H9;D2,S4,H2,H6;S2,D3,S8,H3"
1571829281,3,1,1,"C6,C2,C7,CA;C4,CK,SQ,CJ;DQ,DK,DA,H10;DJ,D8,D7,H8;D10,D3,D2,H6;D9,HQ,HA,H5;D6,H2,HK,H3;D5,CQ,H9,SA;D4,SJ,SK,S10;S4,S2,S8,S9;HJ,C9,S7,C10;H7,C8,S6,C5;H4,C3,S5,S3"
1571829281,3,9,1,"C10,C2,C7,CA;D6,DQ,DJ,DA;D5,D7,D10,DK;HA,D3,D2,D9;H10,HK,HQ,D8;H9,HJ,H6,D4;C9,CK,H3,CJ;C4,CQ,H2,C8;H8,C3,SA,C6;H7,SJ,S8,C5;S9,S7,S4,S10;SK,S6,S3,SQ;H5,S5,S2,H4"
1571829281,3,0,1,"CK,C2,CA,C5;DA,D9,DK,DQ;D6,D3,DJ,D8;D4,SQ,D10,D7;D2,HA,D5,HJ;C10,C7,CQ,C4;C6,HQ,CJ,C3;H6,H10,C9,H9;H3,H8,C8,H7;SA,S10,SK,S5;SJ,S9,S3,S2;S7,S8,HK,H5;S4,S6,H4,H2"
1571829281,3,7,1,"C6,C9,CQ,C2;DJ,DA,D9,DK;D10,DQ,D2,D5;D8,D7,HQ,SQ;D3,D6,HJ,HA;H7,D4,H9,H6;C5,C3,C7,CA;C4,HK,H4,CK;H5,H10,SA,CJ;H3,H8,SJ,C10;SK,H2,S10,C8;S6,S8,S9,S4;S2,S7,S5,S3"
1571829281,3,24,1,"CK,CQ,CJ,C2;DK,D8,D4,DA;D10,HK,H10,DQ;D7,H8,H9,DJ;D2,H4,H7,D9;SQ,SJ,H5,D6;HQ,C9,H3,D5;H6,S9,H2,D3;C8,C6,C10,CA;SA,S7,S10,SK;C3,S6,C7,HA;S8,S5,C5,HJ;S4,S3,C4,S2"
1571829281,3,0,1,"C2,C5,CA,CQ;DK,DA,DQ,D7;D5,DJ,D8,D6;SA,D10,HQ,D4;SK,D9,HJ,HA;CK,D3,H7,HK;CJ,D2,H5,H9;S9,S5,S10,SJ;C10,SQ,C7,C9;C8,H10,C4,C6;C3,H6,H4,H8;S8,S2,S6,S4;S7,H2,H3,S3"
1571829281,3,15,1,"CQ,CJ,C2,C10;DK,D6,DQ,DA;DJ,D4,D9,D10;D5,D3,HA,D8;D2,SQ,HQ,D7;C7,C6,CA,C9;H10,HJ,CK,C5;H8,H2,C8,C3;H6,SA,C4,HK;S10,SK,S9,S7;S8,SJ,S3,S6;S4,S5,H7,H9;H4,S2,H3,H5"
1571829281,3,6,1,"C2,CA,C10,CK;D8,DA,DJ,DK;D7,D9,D10,DQ;D2,D5,D6,D3;C6,CQ,C7,CJ;SQ,D4,H9,H10;HQ,C5,C3,C9;H7,HA,H2,C8;H6,HK,SJ,C4;S8,SA,S9,SK;S6,S10,S7,S5;H4,S4,S3,H8;H3,HJ,S2,H5"
1571829281,3,1,1,"C2,CA,CQ,C6;DK,DQ,D9,DA;DJ,D10,D8,D4;D6,D7,D3,SQ;D5,D2,HA,HK;CK,C10,C4,HQ;CJ,C5,C3,H9;C9,H8,HJ,H6;C8,H7,SK,H5;C7,H2,S8,H3;S4,S10,S6,SA;H10,S9,S5,SJ;H4,S7,S2,S3"
1571829281,3,8,1,"CA,C2,CK,C9;D6,D10,DA,DJ;D4,D5,DK,D9;D2,HA,DQ,D8;HK,HQ,D7,D3;CQ,C10,CJ,C3;C6,C8,C7,SQ;S10,SJ,S8,SA;S9,S6,H8,SK;HJ,S5,H5,S7;H10,S3,H3,S4;H4,H9,H2,S2;C4,H7,C5,H6"
1571829281,3,3,1,"C2,C9,CJ,CA;DQ,DK,DA,D10;H10,DJ,D4,D9;H3,D7,HK,D8;CK,D5,HQ,D6;CQ,D3,H9,D2;S9,S10,SJ,S2;C10,HJ,C5,C7;C8,H7,H5,C4;C6,H6,SA,SQ;C3,H4,SK,HA;S8,S6,S5,H8;S7,S3,S4,H2"
1571829281,3,19,1,"DK,C2,CA,CK;D9,DA,DQ,D5;D6,DJ,D8,HQ;H6,D10,D4,H5;H4,D7,D3,H3;SA,C9,C10,CQ;SK,C8,HA,CJ;S9,C4,HK,C7;S7,C3,H10,C6;S5,SQ,H9,C5;S4,S10,S8,SJ;S3,HJ,H8,S6;S2,H7,D2,H2"
1571829281,3,0,1,"C10,C2,CA,CQ;DJ,D2,DA,DK;D6,HA,DQ,D8;D5,HK,D10,D4;HQ,H10,D9,D3;H5,H8,D7,HJ;S7,SJ,S10,S9;C9,CK,SQ,CJ;S4,SA,S8,S3;H3,SK,S6,H2;C8,H7,H9,C7;C5,H6,S5,C6;C3,H4,S2,C4"
1571829281,3,22,1,"C2,C9,CA,CQ;DA,D9,D2,DK;D10,D6,HQ,DQ;D8,D4,HJ,DJ;H9,SQ,H8,D7;H6,HA,H7,D5;H3,HK,CK,D3;CJ,C8,C7,C6;C10,C5,C3,H5;SK,SA,S10,S9;SJ,C4,S8,H2;S6,H10,S5,S7;S2,H4,S3,S4"
1571829281,3,3,1,"C2,CQ,CA,C7;DJ,D8,DQ,DA;D9,D4,D6,DK;D7,D3,HK,D10;D2,HQ,HJ,D5;S9,S8,S10,SJ;S7,S4,S5,S6;CK,C9,CJ,SQ;C8,C6,C10,H7;C5,H9,C4,H5;C3,H8,H3,H2;HA,H6,SK,SA;H10,H4,S2,S3"
1571829281,3,1,1,"C2,C9,CK,CA;DJ,DA,D9,DK;D7,DQ,D6,D8;D2,D10,D4,D5;H5,D3,HA,SQ;CQ,C8,C10,CJ;C5,C6,C7,HK;S9,SA,SJ,SK;C4,C3,H9,H10;S6,S8,S7,S10;S4,HQ,S3,S5;H4,HJ,H3,H8;S2,H7,H2,H6"
1571829281,3,7,1,"C10,CJ,C2,CK;DJ,D9,DK,DA;D10,D8,DQ,D5;D4,SQ,D7,HA;D3,HQ,D6,H9;C8,C9,CA,CQ;C4,C7,C6,C5;S10,SK,SA,S9;HK,S5,SJ,S8;HJ,H6,S7,S6;H10,H5,S3,S4;H7,H4,H3,C3;D2,H2,S2,H8"
1571829281,3,0,1,"C10,CA,C2,C5;DA,DQ,DK,D5;DJ,D10,D8,D4;D9,D7,SQ,D3;D6,H9,HA,HJ;D2,CK,HQ,H10;C9,CQ,C7,C4;C6,CJ,H5,H8;C3,C8,H4,H7;S9,SJ,SA,S7;S8,S10,SK,S2;S5,S4,S6,H6;HK,S3,H3,H2"
1571829281,3,8,1,"CK,C2,C6,CA;SQ,DA,D4,DK;HK,D10,HQ,DQ;H10,D7,HJ,DJ;H2,D6,H9,D9;SA,D5,H8,D8;CJ,D3,H7,D2;C9,C10,H6,CQ;C8,C4,H5,C5;C7,HA,H4,C3;S9,SJ,S10,SK;S6,S3,S8,S7;S4,S2,S5,H3"
1571829281,3,19,1,"C2,CK,CA,CQ;HA,DA,DK,DJ;HJ,D6,DQ,D10;H7,D4,D9,D5;H5,HK,D8,D3;H4,H8,D7,D2;C3,C6,C10,CJ;H3,H6,C8,C9;SA,H2,C4,C7;SJ,SK,HQ,C5;S8,S10,S5,S9;S6,S7,S4,SQ;S3,S2,H9,H10"
1571829281,3,7,1,"C10,C2,CA,CK;DA,DQ,DK,D9;DJ,D7,D4,D5;D10,D6,D3,HK;D8,H8,SQ,HQ;D2,H7,HA,HJ;C9,C7,CJ,CQ;C4,C6,C5,C8;H9,H5,H10,C3;SK,S10,SJ,SA;S8,S5,S9,S7;S2,S4,S3,S6;H2,H4,H3,H6"
1571829281,3,0,1,"CA,C2,C8,CQ;DQ,DA,DK,D9;DJ,D8,D10,D6;D3,H8,D7,SQ;HA,H5,D5,HQ;H9,H3,D4,H10;H7,SA,D2,SJ;CK,C10,C3,CJ;C9,C7,HK,C5;S7,SK,S10,S9;H4,C6,HJ,C4;S2,S8,S4,S6;H2,S5,H6,S3"
1571829281,3,4,1,"C10,C9,CK,C2;DA,DK,DJ,DQ;D8,D9,D10,D7;D4,D3,D6,D5;C8,HQ,CJ,CA;C7,H10,C4,CQ;C5,H2,HA,C6;SA,S10,SJ,SQ;D2,S9,H7,HJ;C3,S7,H5,H8;HK,S6,S8,H6;H9,S4,S5,H4;H3,S2,S3,SK"
1571829281,3,0,1,"CA,C2,C8,C10;D10,D4,DK,DA;D9,D3,DJ,DQ;HA,HK,D8,D7;HJ,H10,D6,D5;CJ,CK,C6,C5;C3,CQ,SQ,HQ;H7,C9,H8,H9;H6,C7,SJ,H3;H4,C4,S8,S9;SK,SA,S7,S6;S10,S4,S3,S5;H2,H5,S2,D2"
1571829281,3,16,1,"C10,CK,C8,C2;D10,DA,D8,DK;D9,DQ,D6,DJ;D5,D7,D3,HK;HQ,D4,D2,H9;C9,CQ,SQ,CA;C7,CJ,HA,C6;SA,C3,HJ,C5;SK,H10,H7,C4;SJ,S10,S5,S6;S9,S7,S2,H8;S8,S3,H6,H3;S4,H5,H4,H2"
1571829281,3,15,1,"CQ,C2,CA,CK;DK,DA,D7,DQ;D9,D6,D2,DJ;D8,D4,SQ,D10;D3,HA,HK,D5;CJ,C7,C10,C8;C9,C4,C5,C6;SK,S10,S8,SA;S7,S9,S4,SJ;HJ,S6,H9,S5;H10,HQ,H8,H5;H6,H7,H2,S3;H3,H4,C3,S2"
1571829281,3,6,1,"CK,DK,C2,CQ;D5,D9,DJ,DA;D3,D8,D10,DQ;HA,D2,H10,D7;HQ,HK,CA,D6;HJ,H9,CJ,D4;C10,H8,C9,C6;C5,H6,C8,SQ;C4,H5,C7,H3;H7,H4,C3,SA;S10,S4,SJ,SK;S5,S2,S8,S9;S3,H2,S7,S6"
1571829281,3,3,1,"CK,CA,C2,C10;DA,D6,DJ,D10;DK,HA,D7,D8;DQ,HQ,D2,SQ;D9,H9,H8,HK;D5,SK,H7,H10;D4,CQ,H6,H3;D3,S10,H5,C8;C5,C9,CJ,C6;SA,S6,S9,S8;SJ,S3,S5,S7;S2,C7,H4,S4;HJ,C3,H2,C4"
1571829281,3,22,1,"CQ,C2,CJ,CA;D7,DJ,DQ,DA;D6,D5,D10,DK;D4,HK,D2,D9;HA,H10,SQ,D8;HQ,H9,HJ,D3;C9,C8,C4,CK;C6,H6,C3,C10;C5,H3,H8,C7;SK,SJ,SA,S10;S9,S5,S3,S7;S8,S4,S2,S6;H7,H2,H5,H4"
1571829281,3,0,1,"C2,C4,CK,C7;DA,D8,DK,DJ;D10,D4,DQ,D9;D6,D2,D7,D5;SQ,HK,D3,H10;CA,C3,CQ,C5;C9,HQ,CJ,H9;C8,HJ,C10,SK;SA,S7,SJ,S9;C6,H4,HA,S8;S10,S6,H8,S5;H6,H3,H7,S3;H5,S4,H2,S2"
1571829281,3,20,1,"C8,CQ,CA,C2;DQ,DA,D10,DJ;D9,DK,D7,D8;D3,D4,D6,HQ;H10,D2,D5,SA;C5,SQ,CJ,CK;H8,HK,C10,C9;H6,H9,C6,C7;H5,H7,HA,C4;H4,SJ,HJ,C3;S10,S9,SK,S7;S8,S4,S5,S6;H3,S3,H2,S2"
1571829281,3,23,1,"CK,C2,CQ,CA;D2,D8,DK,DA;H10,D5,DJ,DQ;H9,SQ,D7,D10;H4,HA,D4,D9;H3,HJ,HQ,D6;H2,H8,H7,D3;C10,CJ,C3,C8;C4,C9,H6,C5;S9,C7,H5,HK;S5,C6,SK,SA;S4,S7,S8,SJ;S2,S3,S6,S10"
1571829281,3,2,1,"CA,C5,C2,CJ;DA,DQ,DJ,DK;D6,D8,D10,D3;D2,D4,D9,HA;HJ,SQ,D7,H7;H9,HK,D5,H5;CK,C4,C7,C10;CQ,C3,HQ,C9;C6,H4,H10,C8;S10,SJ,S3,SA;S9,S7,S2,SK;S8,S6,H8,S4;S5,H3,H6,H2"
1571829281,3,16,1,"CA,C9,C2,DA;DK,D8,DJ,DQ;D10,D5,D4,D9;D3,D2,SQ,D7;HA,HQ,H10,D6;SA,S10,S5,SJ;CK,C8,CQ,HK;CJ,C3,C10,HJ;C6,H8,C7,H9;C4,H6,C5,H7;SK,S7,S4,S9;S8,S2,S3,S6;H5,H4,H2,H3"
1571829281,3,6,1,"CA,C8,C2,CK;DJ,DK,DA,D8;D6,DQ,D9,D4;SQ,D10,D5,D3;HK,D7,HQ,HA;CJ,D2,H8,H9;C6,C3,CQ,C10;C5,HJ,C7,C9;S10,SK,SJ,SA;S7,S8,S9,S3;S6,H10,C4,H7;S5,H2,H5,H6;S4,S2,H3,H4"
1571829281,3,0,1,"C2,CA,CQ,C9;DQ,DK,DA,DJ;D8,D9,D10,D6;HA,D2,D7,D5;H8,HQ,D4,D3;CK,CJ,C8,C6;C7,C10,HK,SQ;C5,C3,H9,H10;C4,HJ,H6,H7;SA,S8,SK,S9;S10,S6,SJ,S3;S7,H5,H4,H3;S4,S5,H2,S2"
1571829281,3,23,1,"C2,CJ,CA,CK;DQ,DJ,DK,DA;HA,D10,D5,D9;H8,D6,D4,D8;H7,D3,HJ,D7;SK,SQ,H5,D2;CQ,C8,C4,C10;C7,C6,H3,C9;S9,C3,H2,C5;S6,S2,SJ,SA;S5,HQ,S10,HK;S4,H10,S8,H9;S3,H4,S7,H6"
1571829281,3,3,1,"CJ,C7,C9,C2;D6,D10,DA,DK;D3,D4,DQ,DJ;D2,SQ,D9,HK;HQ,H8,D8,HJ;H9,H6,D7,H10;H7,H5,D5,CA;S8,S7,SA,SK;S6,H2,S9,SJ;C10,C6,HA,CK;C8,C5,H3,CQ;S5,C4,S4,S10;H4,C3,S3,S2"
1571829281,3,0,1,"CK,C2,CQ,C10;DK,DJ,D8,DA;DQ,D10,D7,D2;D9,D6,HK,HQ;D5,D4,H10,HJ;C8,CA,C4,C6;SQ,D3,H7,H9;C7,CJ,SK,C3;HA,C9,SJ,H6;H8,C5,S9,H4;S7,SA,S8,S10;H5,H3,S4,S6;S5,H2,S3,S2"
1571829281,3,1,1,"CA,C2,CK,C9;D3,DA,DQ,DK;H10,DJ,D5,D10;H8,D8,D2,D9;H7,D7,HK,D4;H3,D6,HJ,SQ;CQ,CJ,C10,C5;C7,C4,C8,HQ;S10,SA,S8,S9;S7,SK,S6,S5;H2,SJ,S4,S3;C6,S2,H9,H6;C3,HA,H4,H5"
1571829281,3,3,1,"C9,CA,C10,C2;DQ,DA,DJ,DK;D7,D10,SQ,D8;D5,D9,HQ,D4;D3,D6,HJ,H2;C6,CJ,C5,CK;C4,C7,H6,CQ;HK,C3,H5,C8;SK,SJ,SA,S10;S9,S2,S5,S8;D2,HA,H4,S7;H10,H9,H3,S6;H7,H8,S3,S4"
1571829281,3,0,1,"C2,CQ,CK,CJ;DQ,D5,DK,DA;DJ,SQ,D8,D10;CA,C7,C8,HA;C10,C6,HK,HQ;C9,C4,H5,HJ;C5,C3,H4,H7;SA,SK,S9,S4;SJ,S10,S5,S3;S8,S7,H3,H2;S6,S2,D7,D9;H10,H9,D6,D3;H6,H8,D4,D2"
1571829281,3,0,1,"C2,CK,CQ,C9;D5,DA,DQ,DK;D3,D9,DJ,D8;SQ,D4,D10,D2;H8,H10,D7,HK;SA,H7,D6,HQ;CA,C8,C10,HJ;CJ,C7,C3,H5;C6,H2,HA,H4;C5,SJ,H9,H3;C4,S10,H6,S9;S5,S8,SK,S4;S2,S6,S7,S3"
1571829281,3,25,1,"C2,CA,D8,CQ;D9,D10,D6,DA;SQ,D4,D5,DK;HK,D2,D3,DQ;H10,HJ,HQ,DJ;H7,H9,H8,D7;CK,C7,H6,CJ;C8,C6,H2,C10;H5,H4,S7,C9;H3,SA,S6,C5;SJ,SK,S5,C4;S9,S10,S4,C3;S2,S8,S3,HA"
1571829281,3,4,1,"CK,CA,CQ,C2;DA,D5,DK,DJ;DQ,D3,D10,D4;D2,SQ,D9,HK;HQ,HA,D8,H4;HJ,H10,D7,SK;H9,H8,D6,C10;C9,C7,CJ,C8;H5,H7,C4,C6;H3,H6,C3,C5;SA,S6,SJ,S9;S10,S5,S8,S7;H2,S2,S3,S4"
1571829281,3,0,1,"CA,CQ,C2,C10;DA,DK,DQ,DJ;D7,D9,D10,D5;SQ,D8,D4,D3;HJ,D6,HA,H10;H7,D2,HK,H8;CK,C5,CJ,C8;SJ,SK,S10,SA;H6,HQ,C9,C4;H2,H4,C7,C3;S5,H3,C6,H5;S4,S7,S9,S8;S3,S2,H9,S6"
1571829281,3,1,1,"CA,C6,C7,C2;D9,D10,DA,DK;D3,D8,DQ,H7;HA,D6,DJ,H5;HQ,D4,D7,H3;H6,SQ,D5,H2;SA,H10,D2,CK;S9,SK,SJ,S7;CJ,C3,HK,CQ;C10,H9,HJ,C9;C8,S10,H8,C5;C4,S6,H4,S4;S8,S3,S5,S2"
1571829281,3,0,1,"C2,CQ,CJ,CA;DA,DJ,D5,DQ;DK,D10,D3,D9;D8,D7,D2,D6;CK,C9,C8,C6;C10,C5,C7,HK;C4,C3,H10,HJ;S5,S8,SJ,S10;S2,SQ,S9,S7;HQ,HA,H5,H6;H8,H9,H2,SA;H7,H4,S6,S4;SK,H3,S3,D4"
1571829281,3,13,1,"C2,C8,CK,CJ;DJ,D10,DQ,DA;SQ,D8,D9,DK;HA,D5,D7,D6;CA,C4,C10,C5;CQ,H7,C6,C3;C9,H6,H4,HQ;C7,S9,H3,H10;SA,S8,SK,S3;S5,S7,SJ,H9;HK,S4,S10,H5;HJ,D4,S6,H2;H8,D3,S2,D2"
1571829281,3,3,1,"CK,CA,CQ,C2;DA,DJ,DK,D9;DQ,D3,D10,D8;C8,C10,C7,CJ;HK,SQ,D7,D2;H10,HQ,D6,HJ;H9,H8,D5,H3;H5,H7,D4,H2;S8,SK,S10,SA;C4,C5,HA,C9;S5,H4,H6,C6;S3,SJ,S9,C3;S2,S4,S7,S6"
1571829281,3,8,1,"CQ,C2,CJ,CA;DA,DK,D6,D9;DQ,D8,D2,D3;DJ,D7,HK,SQ;D10,D4,H8,HQ;D5,HA,SK,HJ;S9,SA,S7,S2;H10,C6,C10,CK;H7,H9,C7,C9;H6,H5,C5,C8;H2,SJ,C3,C4;S6,S10,S5,H4;S3,S8,S4,H3"
1571829281,3,0,1,"CK,CA,C2,CQ;DA,DQ,DK,DJ;D9,D10,D8,D4;CJ,C8,C5,SQ;D6,H7,D7,HA;D2,H5,D5,H6;HK,H4,D3,H3;C10,C7,C3,SK;C9,C6,HJ,S10;C4,SJ,H8,S8;HQ,S9,H2,S4;H10,S7,SA,S3;H9,S5,S6,S2"
1571829281,3,0,1,"CK,CA,CJ,C2;D5,DK,DA,DQ;D4,D10,DJ,D2;HA,D9,D6,H9;HK,D8,D3,H5;H10,D7,SQ,H2;CQ,C7,C9,C3;C10,C4,HQ,SA;C8,H6,HJ,S10;C6,H4,H8,S9;C5,S6,H7,S8;SK,S5,S4,S7;SJ,S2,H3,S3"
1571829281,3,3,1,"CQ,C8,C2,CA;DK,D7,D6,DA;DQ,D5,D3,D8;DJ,HK,SQ,HA;D10,H10,H7,HJ;D9,H9,SA,H5;D4,H8,CK,H2;D2,H6,S10,SJ;CJ,C6,C7,C10;C5,H4,C4,C9;HQ,H3,S4,C3;SK,S8,S3,S9;S6,S5,S2,S7"
1571829281,3,0,1,"C2,C7,CQ,CA;DA,D8,D9,DK;DQ,D4,D7,DJ;D10,D2,D6,D5;D3,H9,H2,SQ;CK,C6,C10,CJ;C9,H7,C5,C4;C8,H6,C3,HK;SK,SA,SJ,S2;S6,S10,S8,HQ;S4,S9,S7,HJ;HA,H5,S5,H8;H10,H4,S3,H3"
1571829281,3,19,1,"CA,C10,CQ,C2;DQ,DK,D9,DA;D10,D6,D7,DJ;D4,D5,D3,D8;C7,C8,C4,CK;C5,SQ,C3,CJ;HQ,HK,H10,C9;H9,H6,H8,C6;SK,SA,S7,SJ;S9,S10,S4,S6;S3,S8,S2,HA;H5,S5,H7,HJ;H3,H4,D2,H2"
1571829281,3,0,1,"CK,CJ,CA,C2;DQ,DJ,DA,D7;D8,D10,DK,D6;D2,D9,D5,D3;SQ,D4,HJ,HK;C9,C10,CQ,C8;C7,HA,C6,C4;S8,SA,S10,S7;S6,SK,S9,S5;S2,SJ,H9,S3;H10,S4,H7,HQ;H8,H4,H5,H6;H2,H3,C5,C3"
1571829281,3,1,1,"C2,C8,CA,CQ;DJ,D7,DA,D9;SQ,D5,DK,D6;HQ,D2,DQ,D4;HJ,HK,D10,H6;H10,H8,D8,H5;H9,H7,D3,SA;CK,C3,C9,C10;CJ,SK,C6,C7;S10,SJ,S4,S9;S5,S7,HA,S8;H4,S6,C5,C4;H2,S3,H3,S2"
1571829281,3,15,1,"C8,CK,C2,DK;DQ,D6,DA,DJ;D10,D5,D3,D8;D9,D4,HQ,D7;C6,CJ,CA,HA;C5,C10,CQ,HK;HJ,C9,C4,H10;H9,C7,H7,H5;H8,C3,H2,H4;S7,SJ,S9,S8;S6,S10,S5,S4;SK,SQ,S3,SA;H6,H3,S2,D2"
1571829281,3,0,1,"CK,C10,C2,C9;DA,D8,D7,D10;DK,D2,D6,D9;DQ,HJ,HK,D5;DJ,H5,H10,D4;CJ,C7,CA,HQ;C3,C6,CQ,H7;SQ,H4,C8,H2;HA,H3,C5,SK;H8,S10,C4,SJ;SA,S6,S4,S9;S8,S5,S3,S7;H6,S2,H9,D3"
1571829281,3,18,1,"C2,CA,C9,C10;DQ,D8,DK,DA;D5,D7,DJ,D10;SQ,D2,D4,D9;H8,HK,H6,D6;H4,HQ,SA,D3;CK,CJ,C6,C8;CQ,C4,SK,HA;C7,C3,S9,H9;C5,HJ,S8,H7;S10,SJ,S5,H5;S6,S7,S3,H3;S4,H10,S2,H2"
1571829281,3,17,1,"CJ,C9,C2,CA;DK,D8,D10,DA;DQ,D7,D6,DJ;C10,SQ,CQ,CK;H6,D4,HA,D9;H4,D3,HK,D5;C8,H8,C5,C6;C7,H2,HQ,C3;C4,SA,HJ,H10;SK,SJ,S8,S10;S9,S7,S3,S4;S5,S6,H9,H7;S2,D2,H3,H5"
1571829281,3,26,1,"C10,C6,C2,CQ;DK,DA,D9,D6;DQ,D2,D8,D5;DJ,HK,SQ,D4;D10,HJ,HA,HQ;D7,H9,H10,H6;D3,H5,H2,H3;SA,SJ,CA,S10;SK,S8,CK,S6;S9,S7,CJ,S4;S5,S2,C9,S3;H8,H4,C8,C5;H7,C4,C7,C3"
1571829281,3,20,1,"CQ,C8,CA,C2;DA,D7,DK,DQ;DJ,H10,D10,D5;D6,H9,D9,D4;D3,H7,D8,HA;CJ,C4,C9,CK;C3,H2,SQ,C10;HK,SK,HQ,C7;H6,S8,H5,C6;H3,S6,H4,C5;SA,S5,SJ,S9;D2,S4,S10,HJ;S7,S2,S3,H8"
1571829281,3,0,1,"CA,CK,C2,C7;DA,DQ,DJ,SQ;DK,D10,D9,HK;D8,D6,D7,HJ;CJ,CQ,C5,C6;H6,D5,D4,H3;H5,D3,D2,SK;C9,C10,HA,C4;H2,C8,H8,C3;SA,SJ,S9,S10;S6,HQ,S8,S7;S4,H10,H7,S5;S2,H9,H4,S3"
